ID,custcat,region,marital,churn,monthly_revenue,expected_tenure,CLV,sf_12m
895,E-service,Zone 1,Married,No,35,911.2464036769724,31893.62412869403,0.9994479472056061
896,Basic service,Zone 2,Unmarried,No,25,91.97845528541966,2299.4613821354915,0.9375592793200641
897,E-service,Zone 2,Married,Yes,35,200.79952805692454,7027.983481992359,0.9831186962962651
898,E-service,Zone 1,Unmarried,No,35,60.15297019627603,2105.353956869661,0.8877446831422184
899,Total service,Zone 2,Unmarried,Yes,65,53.89634563474761,3503.262466258595,0.8711546575303268
900,Total service,Zone 2,Unmarried,No,65,35.74627134277395,2323.507637280307,0.7945949331292692
901,Total service,Zone 3,Married,Yes,65,64.01193460914097,4160.775749594162,0.8964306568682765
902,Total service,Zone 3,Unmarried,Yes,65,95.7971050503961,6226.811828275746,0.9412382535875561
903,Basic service,Zone 1,Married,No,25,38.538362511455375,963.4590627863844,0.8103367101482065
904,Basic service,Zone 2,Unmarried,No,25,43.84737832089891,1096.1844580224729,0.8355629790008661
905,Basic service,Zone 2,Married,No,25,58.433943624771466,1460.8485906192866,0.883521128229259
906,Basic service,Zone 2,Unmarried,No,25,54.36229071642294,1359.0572679105735,0.8725133051231813
907,Basic service,Zone 2,Married,No,25,46.32966877133042,1158.2417192832604,0.845631907372639
908,E-service,Zone 1,Married,No,35,242.7348504819871,8495.719766869548,0.9882683462035774
909,Plus service,Zone 3,Unmarried,No,45,77.1941860460146,3473.7383720706566,0.9196271101137248
910,Basic service,Zone 2,Unmarried,No,25,339.5467360204138,8488.668400510345,0.9941107120576449
911,Plus service,Zone 3,Unmarried,No,45,63.393612260342415,2852.7125517154086,0.8951078329181404
912,Total service,Zone 3,Unmarried,Yes,65,41.419370853124214,2692.259105453074,0.8247088904698169
913,E-service,Zone 2,Unmarried,Yes,35,90.01152855184559,3150.4034993145956,0.9355324626195665
914,Basic service,Zone 2,Unmarried,No,25,33.91208234897078,847.8020587242694,0.7831214859862683
915,Plus service,Zone 2,Married,No,45,220.0847449460308,9903.813522571387,0.9858100739513264
916,Plus service,Zone 1,Married,No,45,219.29593198138608,9868.316939162374,0.9857121062013942
917,E-service,Zone 1,Married,No,35,180.08006078371835,6302.802127430143,0.9793664263351565
918,Plus service,Zone 3,Unmarried,No,45,552.0127865741356,24840.575395836102,0.9980421697741089
919,Plus service,Zone 1,Unmarried,No,45,235.43116716968163,10594.402522635673,0.9875446651620075
920,Total service,Zone 1,Married,No,65,380.5906033654623,24738.38921875505,0.9954021673166363
921,Basic service,Zone 3,Unmarried,Yes,25,12.392722885120211,309.81807212800527,0.5096792332286253
922,Total service,Zone 3,Unmarried,Yes,65,16.39716630595006,1065.8158098867539,0.5929896942460873
923,E-service,Zone 3,Married,No,35,745.383277267664,26088.41470436824,0.9990682695692649
924,Plus service,Zone 2,Married,Yes,45,248.75941073585818,11194.173483113618,0.9888224109915674
925,Plus service,Zone 2,Unmarried,No,45,142.40737646340662,6408.331940853298,0.9688379790553371
926,Plus service,Zone 1,Married,Yes,45,58.64675291540297,2639.1038811931335,0.8840567748336816
927,Total service,Zone 2,Unmarried,No,65,99.39065956038809,6460.392871425226,0.9444200607666247
928,Basic service,Zone 3,Unmarried,No,25,169.6813086486274,4242.0327162156855,0.9770340374943465
929,Plus service,Zone 2,Married,Yes,45,44.245756684047585,1991.0590507821414,0.8372453318671889
930,Plus service,Zone 3,Married,No,45,379.76908336738165,17089.608751532174,0.9953802735114344
931,Total service,Zone 2,Married,No,65,201.24587937996486,13080.982159697716,0.9831886863754605
932,Total service,Zone 2,Unmarried,No,65,112.83859134613726,7334.508437498922,0.9543538656169699
933,Total service,Zone 2,Unmarried,Yes,65,40.612731046582574,2639.8275180278674,0.8208584512192107
934,Plus service,Zone 2,Married,No,45,224.26841005127113,10092.078452307202,0.9863144476985107
935,Total service,Zone 1,Married,No,65,160.76720047823056,10449.868031084987,0.9747294836732731
936,Basic service,Zone 1,Married,No,25,16.22083774219626,405.52094355490647,0.5898253455476676
937,Basic service,Zone 3,Unmarried,No,25,58.167328194012015,1454.1832048503004,0.8828448006586505
938,Plus service,Zone 1,Unmarried,No,45,490.9094899587984,22090.927048145928,0.9974169010901829
939,Basic service,Zone 2,Unmarried,Yes,25,5.771963690502787,144.29909226256967,0.2906529242077081
940,Plus service,Zone 3,Unmarried,Yes,45,313.6737451423897,14115.318531407536,0.9930335555432636
941,Basic service,Zone 1,Unmarried,No,25,53.66913470845672,1341.7283677114178,0.8704842065793889
942,E-service,Zone 2,Married,Yes,35,128.19653592047527,4486.878757216635,0.9628507279189815
943,Total service,Zone 2,Married,Yes,65,61.965005814022085,4027.7253779114353,0.8919534994271271
944,Plus service,Zone 2,Married,No,45,165.1702978415588,7432.6634028701465,0.9759064939230944
945,Plus service,Zone 1,Married,No,45,612.4461444404134,27560.076499818602,0.9984774981057637
946,Total service,Zone 1,Married,Yes,65,55.48389385013404,3606.4531002587123,0.875696658165236
947,Plus service,Zone 1,Married,No,45,319.71549493153884,14387.197271919247,0.9933076176161975
948,E-service,Zone 3,Married,No,35,104.28374015581022,3649.930905453358,0.9483659592776916
949,Total service,Zone 1,Married,No,65,276.4189096838865,17967.229129452622,0.9909537653005286
950,E-service,Zone 2,Married,No,35,104.911140149367,3671.889905227845,0.9488424279892314
951,Basic service,Zone 3,Unmarried,No,25,39.49745172982916,987.436293245729,0.8153166221109783
952,Total service,Zone 3,Married,No,65,55.864392392714855,3631.1855055264655,0.8767494719078751
953,Plus service,Zone 1,Unmarried,No,45,323.4940884560138,14557.233980520621,0.9934716184580774
954,Total service,Zone 3,Unmarried,No,65,14.682135873478012,954.3388317760708,0.5604059639278083
955,Total service,Zone 2,Unmarried,No,65,81.78890585753207,5316.278880739585,0.9259300311138984
956,Basic service,Zone 3,Unmarried,No,25,137.79962482715985,3444.990620678996,0.9670571160738124
957,Basic service,Zone 3,Married,No,25,65.70719187672107,1642.6797969180268,0.8999326513503557
958,Plus service,Zone 3,Unmarried,No,45,38.34546680910477,1725.5460064097147,0.809310112975876
959,Plus service,Zone 2,Unmarried,No,45,388.89493457838654,17500.272056027396,0.9956158338671491
960,Plus service,Zone 3,Married,No,45,191.54368635157596,8619.465885820919,0.9815711711691938
961,Basic service,Zone 3,Unmarried,Yes,25,29.66704070841956,741.676017710489,0.7523838290383246
962,Basic service,Zone 2,Married,No,25,246.76197662734484,6169.049415683621,0.988642777238151
963,E-service,Zone 3,Married,No,35,180.87899369392116,6330.76477928724,0.9795316888766513
964,Basic service,Zone 1,Married,No,25,45.19350492692673,1129.8376231731681,0.8411435456567041
965,Total service,Zone 3,Unmarried,Yes,65,30.093647257894883,1956.0870717631674,0.755772546247223
966,Total service,Zone 3,Married,No,65,58.70855922961222,3816.056349924794,0.8842116514726407
967,Total service,Zone 1,Married,Yes,65,34.40476799534911,2236.3099196976923,0.7862995289086254
968,Plus service,Zone 1,Unmarried,Yes,45,45.38481666831866,2042.3167500743398,0.8419131376695898
969,Basic service,Zone 3,Married,No,25,31.67504961888007,791.8762404720018,0.7677199773571756
970,Plus service,Zone 2,Unmarried,No,45,421.48954730670204,18967.029628801592,0.9963364775213109
971,Basic service,Zone 3,Unmarried,No,25,80.40564069786008,2010.141017446502,0.9241111261944285
972,Basic service,Zone 2,Married,Yes,25,209.16569895426827,5229.142473856707,0.9843663010455947
973,Plus service,Zone 1,Unmarried,No,45,306.2373352921403,13780.680088146313,0.992674855308057
974,Plus service,Zone 3,Unmarried,No,45,554.405930182821,24948.266858226943,0.9980623449405723
975,Plus service,Zone 3,Unmarried,No,45,393.91765130066983,17726.29430853014,0.9957386156891809
976,E-service,Zone 2,Unmarried,No,35,97.43789199965784,3410.326219988024,0.9427229181132945
977,Plus service,Zone 1,Married,No,45,261.64292861621436,11773.931787729647,0.9898922966785414
978,Basic service,Zone 3,Unmarried,No,25,92.05539607832984,2301.384901958246,0.9376366695544228
979,Basic service,Zone 3,Married,No,25,43.50689170287423,1087.6722925718557,0.8341039312368156
980,Plus service,Zone 2,Unmarried,No,45,259.36252380983444,11671.31357144255,0.9897134823972262
981,E-service,Zone 2,Unmarried,Yes,35,41.672540825393845,1458.5389288887845,0.8258912023248319
982,Basic service,Zone 3,Unmarried,Yes,25,4.772573711669634,119.31434279174084,0.24360986657600334
983,Plus service,Zone 2,Married,No,45,76.16503563594017,3427.4266036173076,0.9181076102846929
984,Basic service,Zone 3,Married,No,25,61.04168762782689,1526.0421906956722,0.8898389382614709
985,Plus service,Zone 3,Unmarried,No,45,91.54070128973984,4119.331558038293,0.937116299257851
986,Total service,Zone 3,Unmarried,Yes,65,18.20301621799839,1183.1960541698952,0.6232267809004004
987,Total service,Zone 2,Married,Yes,65,73.6315692898988,4786.052003843422,0.9141818475676472
988,Total service,Zone 1,Unmarried,Yes,65,18.99947285841294,1234.965735796841,0.6354166238301757
989,E-service,Zone 1,Married,No,35,346.3305912125792,12121.570692440271,0.9943553712841627
990,Plus service,Zone 1,Unmarried,Yes,45,171.34110468425183,7710.349710791333,0.9774302993315017
991,Plus service,Zone 1,Unmarried,No,45,115.65023399197061,5204.260529638677,0.9561043101645512
992,E-service,Zone 2,Married,No,35,189.9290241196885,6647.515844189098,0.9812811518975197
993,Plus service,Zone 1,Married,No,45,91.60582417336327,4122.262087801348,0.9371824884216707
994,Total service,Zone 3,Married,Yes,65,917.3237566375138,59626.0441814384,0.999457623263368
995,Total service,Zone 1,Married,Yes,65,106.2847982214067,6908.511884391436,0.9498637350392076
996,Basic service,Zone 3,Unmarried,No,25,33.91208234897078,847.8020587242694,0.7831214859862683
997,Basic service,Zone 1,Unmarried,No,25,30.73158158938849,768.2895397347122,0.76070564291678
998,Total service,Zone 3,Unmarried,No,65,293.67948993135235,19089.166845537904,0.9920097484850313
999,Plus service,Zone 3,Unmarried,No,45,151.7020145280193,6826.590653760869,0.9720377851917681
1000,E-service,Zone 3,Married,Yes,35,77.14414165317204,2700.0449578610214,0.9195541846262875
